[2025-03-21 15:12:02,051] pmultiqc                                           [WARNING]  Running pmultiqc Plugin v0.0.25
[2025-03-21 15:12:03,225] multiqc.core.version_check                         [WARNING]  MultiQC Version v1.27.1 now available!
[2025-03-21 15:12:03,226] multiqc.core.file_search                           [INFO   ]  Search path: /home/yueqx/Data_Disk/proteogenomics/pmultiqc_lib/test_datasets/resources/mzML_MGF_file/PXD054720
[2025-03-21 15:12:04,749] pmultiqc.modules.quantms.quantms                   [INFO   ]  pyopenms has: 20 threads.
[2025-03-21 15:12:04,751] pmultiqc.modules.quantms.quantms                   [INFO   ]  15:12:04: Parsing MzIdentML file resources/mzML_MGF_file/PXD054720/mzids/F001234.mzid...
[2025-03-21 15:12:05,230] pmultiqc.modules.quantms.quantms                   [INFO   ]  15:12:05: Done parsing MzIdentML file resources/mzML_MGF_file/PXD054720/mzids/F001234.mzid.
[2025-03-21 15:12:05,230] pmultiqc.modules.quantms.quantms                   [INFO   ]  15:12:05: Aggregating MzIdentML file F001234...
[2025-03-21 15:12:16,290] pmultiqc.modules.quantms.quantms                   [INFO   ]  15:12:16: Done aggregating MzIdentML file F001234...
[2025-03-21 15:12:16,325] pmultiqc.modules.quantms.quantms                   [INFO   ]  15:12:16: Parsing MzIdentML file resources/mzML_MGF_file/PXD054720/mzids/F001236.mzid...
[2025-03-21 15:12:16,699] pmultiqc.modules.quantms.quantms                   [INFO   ]  15:12:16: Done parsing MzIdentML file resources/mzML_MGF_file/PXD054720/mzids/F001236.mzid.
[2025-03-21 15:12:16,700] pmultiqc.modules.quantms.quantms                   [INFO   ]  15:12:16: Aggregating MzIdentML file F001236...
[2025-03-21 15:12:27,199] pmultiqc.modules.quantms.quantms                   [INFO   ]  15:12:27: Done aggregating MzIdentML file F001236...
[2025-03-21 15:12:27,239] pmultiqc.modules.quantms.quantms                   [INFO   ]  15:12:27: Parsing MzIdentML file resources/mzML_MGF_file/PXD054720/mzids/F001235.mzid...
[2025-03-21 15:12:27,672] pmultiqc.modules.quantms.quantms                   [INFO   ]  15:12:27: Done parsing MzIdentML file resources/mzML_MGF_file/PXD054720/mzids/F001235.mzid.
[2025-03-21 15:12:27,672] pmultiqc.modules.quantms.quantms                   [INFO   ]  15:12:27: Aggregating MzIdentML file F001235...
[2025-03-21 15:12:39,234] pmultiqc.modules.quantms.quantms                   [INFO   ]  15:12:39: Done aggregating MzIdentML file F001235...
[2025-03-21 15:12:44,838] pmultiqc.modules.quantms.quantms                   [INFO   ]  15:12:44: Parsing MGF file resources/mzML_MGF_file/PXD054720/F001235.mgf...
[2025-03-21 15:12:44,839] pmultiqc.modules.quantms.quantms                   [INFO   ]  15:12:44: Done parsing MGF file resources/mzML_MGF_file/PXD054720/F001235.mgf...
[2025-03-21 15:12:44,839] pmultiqc.modules.quantms.quantms                   [INFO   ]  15:12:44: Aggregating MGF file F001235...
[2025-03-21 15:13:00,926] pmultiqc.modules.quantms.quantms                   [INFO   ]  15:13:00: Done aggregating MGF file F001235...
[2025-03-21 15:13:00,926] pmultiqc.modules.quantms.quantms                   [INFO   ]  15:13:00: Parsing MGF file resources/mzML_MGF_file/PXD054720/F001236.mgf...
[2025-03-21 15:13:00,926] pmultiqc.modules.quantms.quantms                   [INFO   ]  15:13:00: Done parsing MGF file resources/mzML_MGF_file/PXD054720/F001236.mgf...
[2025-03-21 15:13:00,926] pmultiqc.modules.quantms.quantms                   [INFO   ]  15:13:00: Aggregating MGF file F001236...
[2025-03-21 15:13:15,674] pmultiqc.modules.quantms.quantms                   [INFO   ]  15:13:15: Done aggregating MGF file F001236...
[2025-03-21 15:13:15,674] pmultiqc.modules.quantms.quantms                   [INFO   ]  15:13:15: Parsing MGF file resources/mzML_MGF_file/PXD054720/F001234.mgf...
[2025-03-21 15:13:15,674] pmultiqc.modules.quantms.quantms                   [INFO   ]  15:13:15: Done parsing MGF file resources/mzML_MGF_file/PXD054720/F001234.mgf...
[2025-03-21 15:13:15,674] pmultiqc.modules.quantms.quantms                   [INFO   ]  15:13:15: Aggregating MGF file F001234...
[2025-03-21 15:13:30,707] pmultiqc.modules.quantms.quantms                   [INFO   ]  15:13:30: Done aggregating MGF file F001234...
[2025-03-21 15:13:30,749] pmultiqc.modules.quantms.quantms                   [INFO   ]  Calculating Heatmap Scores...
[2025-03-21 15:13:32,227] pmultiqc.modules.quantms.quantms                   [INFO   ]  Done calculating Heatmap Scores.
